Product Name,Price,Description,Rating,RAM_GB,ROM_GB,Screen_cm,Rear_Camera_MP,Front_Camera_MP,Battery_mAh,Is_5G,Price_INR,Brand
"Motorola Moto E13 (Matte Charcoal, 64 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,4.0,64.0,16.51,13.0,5.0,6000.0,0.0,6499.0,Motorola
"Motorola Moto E13 (Matte Charcoal, 128 GB)","₹8,299",3 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,128.0,16.94,13.0,5.0,5160.0,0.0,8299.0,Motorola
"Motorola Moto E13 (Matte Charcoal, 256 GB)","₹7,699",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.9,6.0,64.0,16.94,50.0,8.0,5000.0,0.0,7699.0,Motorola
"Motorola Moto E13 (Sea Green, 64 GB)","₹6,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.6,3.0,32.0,16.51,13.0,5.0,5000.0,0.0,6299.0,Motorola
"Motorola Moto E13 (Sea Green, 128 GB)","₹9,799",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,3.8,4.0,128.0,16.94,64.0,16.0,6000.0,0.0,9799.0,Motorola
"Motorola Moto E13 (Sea Green, 256 GB)","₹8,499",3 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,128.0,16.94,50.0,5.0,6000.0,0.0,8499.0,Motorola
"Motorola Moto E13 (Breeze Blue, 64 GB)","₹6,999",2 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,2.0,64.0,16.56,8.0,8.0,6000.0,0.0,6999.0,Motorola
"Motorola Moto E13 (Breeze Blue, 128 GB)","₹9,799",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.2,4.0,128.0,17.02,50.0,16.0,6000.0,0.0,9799.0,Motorola
"Motorola Moto E13 (Breeze Blue, 256 GB)","₹9,299",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,17.02,64.0,8.0,5160.0,0.0,9299.0,Motorola
"Motorola Moto E13 (Rose Gold, 64 GB)","₹5,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.3,3.0,32.0,16.94,13.0,8.0,5000.0,0.0,5999.0,Motorola
"Motorola Moto E13 (Rose Gold, 256 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,3.0,32.0,16.94,13.0,5.0,5500.0,0.0,6999.0,Motorola
"Motorola Moto E13 (Midnight Navy, 128 GB)","₹5,999",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,3.0,32.0,16.71,13.0,5.0,4000.0,0.0,5999.0,Motorola
"Motorola Moto E13 (Midnight Navy, 256 GB)","₹6,299",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.2,3.0,32.0,16.71,8.0,8.0,5500.0,0.0,6299.0,Motorola
"Motorola Moto E13 (Forest Green, 64 GB)","₹5,999",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.6,3.0,64.0,16.71,8.0,8.0,4000.0,0.0,5999.0,Motorola
"Motorola Moto E13 (Forest Green, 128 GB)","₹7,299",3 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,3.0,128.0,16.71,50.0,5.0,5000.0,0.0,7299.0,Motorola
"Motorola Moto E13 (Forest Green, 256 GB)","₹8,299",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,4.0,128.0,16.94,32.0,5.0,5000.0,0.0,8299.0,Motorola
"Motorola Moto E13 (Satin Blue, 128 GB)","₹7,999",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.51,32.0,8.0,5000.0,0.0,7999.0,Motorola
"Motorola Moto E13 (Satin Blue, 256 GB)","₹7,699",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.8,4.0,64.0,16.94,50.0,5.0,6000.0,0.0,7699.0,Motorola
"Motorola Moto G30 (Mineral Grey, 64 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.9,4.0,64.0,16.71,13.0,5.0,5000.0,0.0,8499.0,Motorola
"Motorola Moto G30 (Mineral Grey, 128 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.2,3.0,32.0,16.51,8.0,8.0,4000.0,0.0,6999.0,Motorola
"Motorola Moto G30 (Mineral Grey, 256 GB)","₹8,499",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.7,3.0,64.0,16.94,32.0,8.0,6000.0,0.0,8499.0,Motorola
"Motorola Moto G30 (Butter Cream, 64 GB)","₹7,999",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,64.0,16.51,13.0,5.0,5000.0,0.0,7999.0,Motorola
"Motorola Moto G30 (Butter Cream, 128 GB)","₹7,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.9,6.0,64.0,16.51,50.0,5.0,5000.0,0.0,7999.0,Motorola
"Motorola Moto G30 (Butter Cream, 256 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.94,13.0,5.0,6000.0,0.0,6999.0,Motorola
"Motorola Moto G30 (Concord Black, 64 GB)","₹6,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.3,2.0,32.0,16.51,8.0,5.0,6000.0,0.0,6999.0,Motorola
"Motorola Moto G30 (Concord Black, 128 GB)","₹7,499",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.9,3.0,64.0,16.94,13.0,8.0,6000.0,0.0,7499.0,Motorola
"Motorola Moto G30 (Concord Black, 256 GB)","₹7,699",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.8,4.0,128.0,17.02,13.0,8.0,5160.0,0.0,7699.0,Motorola
"Motorola Moto G30 (Pale Lilac, 128 GB)","₹7,699",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,6.0,128.0,16.51,50.0,5.0,6000.0,0.0,7699.0,Motorola
"Motorola Moto G30 (Pale Lilac, 256 GB)","₹8,299",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,4.0,64.0,16.71,32.0,8.0,5000.0,0.0,8299.0,Motorola
"Motorola Moto G30 (Arctic Silver, 128 GB)","₹7,299",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.94,32.0,5.0,5160.0,0.0,7299.0,Motorola
"Motorola Moto G30 (Arctic Silver, 256 GB)","₹7,299",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,6.0,64.0,16.94,13.0,5.0,6000.0,0.0,7299.0,Motorola
"Motorola Moto G30 (Pastel Sky, 256 GB)","₹6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,2.0,32.0,16.71,8.0,5.0,6000.0,0.0,6999.0,Motorola
"Motorola Moto G30 (Cosmic Black, 64 GB)","₹8,299",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,6.0,64.0,16.51,13.0,5.0,5000.0,0.0,8299.0,Motorola
"Motorola Moto G30 (Cosmic Black, 128 GB)","₹7,999",3 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,3.0,128.0,17.02,32.0,8.0,5000.0,0.0,7999.0,Motorola
"Motorola Moto G30 (Cosmic Black, 256 GB)","₹9,499",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.76 cm (2.6 inch) HD+ Display50MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,6.0,128.0,16.76,50.0,16.0,6000.0,0.0,9499.0,Motorola
"Tecno Spark 9 (Mystery White, 64 GB)","₹8,299",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,6.0,64.0,16.51,32.0,8.0,5000.0,0.0,8299.0,Tecno
"Tecno Spark 9 (Mystery White, 128 GB)","₹6,499",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,3.0,32.0,16.51,13.0,8.0,5000.0,0.0,6499.0,Tecno
"Tecno Spark 9 (Mystery White, 256 GB)","₹7,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,16.51,50.0,5.0,5000.0,0.0,7999.0,Tecno
"Tecno Spark 9 (Meta Black, 256 GB)","₹8,299",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.7,3.0,64.0,16.51,13.0,5.0,6000.0,0.0,8299.0,Tecno
"Tecno Spark 9 (Dark Illusion, 128 GB)","₹7,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,16.94,32.0,5.0,5160.0,0.0,7499.0,Tecno
"Tecno Spark 9 (Dark Illusion, 256 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.17 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera5160 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.2,6.0,128.0,17.17,50.0,16.0,5160.0,0.0,9999.0,Tecno
"Tecno Spark 9 (Pearl White, 128 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,3.0,32.0,16.94,13.0,8.0,6000.0,0.0,6999.0,Tecno
"Tecno Spark 9 (Pearl White, 256 GB)","₹8,299",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,16.94,50.0,5.0,5000.0,0.0,8299.0,Tecno
"Tecno Spark 9 (Atlantic Blue, 64 GB)","₹6,499",2 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,2.0,64.0,16.56,8.0,8.0,6000.0,0.0,6499.0,Tecno
"Tecno Spark 9 (Atlantic Blue, 128 GB)","₹6,699",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,3.0,64.0,16.51,8.0,8.0,6000.0,0.0,6699.0,Tecno
"Tecno Spark 9 (Atlantic Blue, 256 GB)","₹7,699",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,16.71,32.0,5.0,5160.0,0.0,7699.0,Tecno
"Tecno Spark 9 (Magnet Black, 64 GB)","₹6,499",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,3.0,32.0,16.71,13.0,5.0,5000.0,0.0,6499.0,Tecno
"Tecno Spark 9 (Magnet Black, 256 GB)","₹9,799",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.1,4.0,128.0,17.02,64.0,8.0,5000.0,0.0,9799.0,Tecno
"Tecno Spark 9 (Midnight Blue, 64 GB)","₹6,299",2 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,2.0,64.0,16.71,8.0,8.0,5000.0,0.0,6299.0,Tecno
"Tecno Spark 9 (Midnight Blue, 128 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,4.0,64.0,16.94,32.0,5.0,5000.0,0.0,8499.0,Tecno
"Tecno Spark 9 (Midnight Blue, 256 GB)","₹5,999",4 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,32.0,16.71,8.0,8.0,5500.0,0.0,5999.0,Tecno
"Tecno Spark 9 (Cryolite Blue, 64 GB)","₹7,699",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,3.0,64.0,16.51,32.0,8.0,6000.0,0.0,7699.0,Tecno
"Tecno Spark 9 (Cryolite Blue, 128 GB)","₹5,999",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,3.0,32.0,16.51,8.0,8.0,4000.0,0.0,5999.0,Tecno
"Tecno Spark 9 (Cryolite Blue, 256 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,8.0,128.0,16.76,64.0,13.0,5000.0,0.0,9499.0,Tecno
"Tecno Spark 9 (Neon Gold, 64 GB)","₹6,999",2 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.5,2.0,64.0,16.94,8.0,8.0,5500.0,0.0,6999.0,Tecno
"Tecno Spark 9 (Neon Gold, 128 GB)","₹7,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,4.0,128.0,17.02,13.0,8.0,5160.0,0.0,7999.0,Tecno
"Tecno Spark 9 (Neon Gold, 256 GB)","₹5,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,2.0,64.0,16.94,8.0,8.0,6000.0,0.0,5999.0,Tecno
"Tecno Spark 9 (Greenish, 64 GB)","₹6,999",4 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,4.0,32.0,16.51,13.0,5.0,5500.0,0.0,6999.0,Tecno
"Tecno Spark 9 (Greenish, 256 GB)","₹6,499",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,3.0,32.0,16.56,13.0,8.0,5500.0,0.0,6499.0,Tecno
"Tecno Spark 9 (Ivory White, 64 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,4.0,64.0,16.51,8.0,8.0,5500.0,0.0,6499.0,Tecno
"Tecno Spark 9 (Ivory White, 128 GB)","₹6,499",4 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,4.0,32.0,16.51,13.0,8.0,6000.0,0.0,6499.0,Tecno
"Tecno Spark 9 (Ivory White, 256 GB)","₹7,499",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.9,3.0,64.0,16.94,13.0,5.0,6000.0,0.0,7499.0,Tecno
"Tecno Spark 9 (Gravitational Black, 128 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.3,4.0,64.0,16.71,8.0,8.0,4000.0,0.0,5999.0,Tecno
"Tecno Spark 9 (Gravitational Black, 256 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.17 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5030 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,17.17,64.0,8.0,5030.0,0.0,9999.0,Tecno
"Tecno Spark 9 (Magic Skin Black, 128 GB)","₹9,699",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.17 cm (2.7 inch) HD+ Display108MP Rear Camera | 32MP Front Camera5160 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,17.17,108.0,32.0,5160.0,0.0,9699.0,Tecno
"Tecno Spark 9 (Magic Skin Black, 256 GB)","₹8,299",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,6.0,64.0,16.51,13.0,5.0,5000.0,0.0,8299.0,Tecno
"Tecno Pova 3 (Mystery White, 64 GB)","₹9,299",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.4,4.0,64.0,17.07,50.0,16.0,5160.0,0.0,9299.0,Tecno
"Tecno Pova 3 (Mystery White, 128 GB)","₹9,299",8 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (2.7 inch) HD+ Display64MP Rear Camera | 16MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.1,8.0,64.0,17.07,64.0,16.0,5160.0,0.0,9299.0,Tecno
"Tecno Pova 3 (Mystery White, 256 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,4.0,64.0,16.71,8.0,8.0,6000.0,0.0,5999.0,Tecno
"Tecno Pova 3 (Meta Black, 64 GB)","₹6,299",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.51,13.0,5.0,6000.0,0.0,6299.0,Tecno
"Tecno Pova 3 (Meta Black, 128 GB)","₹9,499",8 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,8.0,64.0,16.94,108.0,16.0,5000.0,0.0,9499.0,Tecno
"Tecno Pova 3 (Meta Black, 256 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.5,4.0,64.0,16.94,8.0,8.0,4000.0,0.0,6499.0,Tecno
"Tecno Pova 3 (Dark Illusion, 128 GB)","₹8,299",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,16.51,13.0,8.0,5000.0,0.0,8299.0,Tecno
"Tecno Pova 3 (Dark Illusion, 256 GB)","₹5,999",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,3.0,64.0,16.71,8.0,5.0,4000.0,0.0,5999.0,Tecno
"Tecno Pova 3 (Pearl White, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.6,4.0,64.0,16.51,13.0,8.0,4000.0,0.0,6999.0,Tecno
"Tecno Pova 3 (Pearl White, 128 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.6,4.0,64.0,16.56,13.0,5.0,5500.0,0.0,6999.0,Tecno
"Tecno Pova 3 (Pearl White, 256 GB)","₹7,299",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,6.0,64.0,16.71,32.0,5.0,5000.0,0.0,7299.0,Tecno
"Tecno Pova 3 (Atlantic Blue, 256 GB)","₹9,999",4 GB RAM | 256 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 32MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.3,4.0,256.0,17.02,108.0,32.0,6000.0,0.0,9999.0,Tecno
