Product Name,Price,Description,Rating,RAM_GB,ROM_GB,Screen_cm,Rear_Camera_MP,Front_Camera_MP,Battery_mAh,Is_5G,Price_INR,Brand
"Poco C31 (Graphite Grey, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,4.1,4.0,64.0,16.56,13.0,5.0,5000.0,0.0,7499.0,Poco
"Realme C67 (Sunny Oasis, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) FHD+ Display108MP Rear Camera | 8MP Front Camera5000 mAh BatterySnap 685 Processor1 Year Warranty,4.3,6.0,128.0,16.76,108.0,8.0,5000.0,0.0,9999.0,Realme
"Realme C67 (Black Oasis, 64 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) FHD+ Display108MP Rear Camera | 8MP Front Camera5000 mAh BatterySnap 685 Processor1 Year Warranty,4.3,6.0,64.0,16.76,108.0,8.0,5000.0,0.0,8999.0,Realme
"Realme C51 (Carbon Black, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.1,4.0,128.0,16.76,50.0,5.0,5000.0,0.0,8999.0,Realme
"Realme C51 (Mint Green, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.0,4.0,64.0,16.76,50.0,5.0,5000.0,0.0,7999.0,Realme
"Realme C53 (Champion Gold, 128 GB)","₹9,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) FHD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.2,6.0,128.0,16.76,50.0,8.0,5000.0,0.0,9499.0,Realme
"Realme C35 (Glowing Green, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) FHD+ Display50MP + 2MP + 0.3MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T616 Processor1 Year Warranty,4.2,4.0,128.0,16.51,3.0,8.0,5000.0,0.0,9499.0,Realme
"Realme C30s (Stripe Black, 64 GB)","₹6,999",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,3.9,3.0,64.0,16.71,8.0,5.0,5000.0,0.0,6999.0,Realme
"Realme C30 (Lake Blue, 32 GB)","₹6,299",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,3.8,2.0,32.0,16.71,8.0,5.0,5000.0,0.0,6299.0,Realme
"Realme Narzo 50i Prime (Mint Green, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,3.9,4.0,64.0,16.76,8.0,5.0,5000.0,0.0,7499.0,Realme
"Realme C21Y (Cross Black, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T610 Processor1 Year Warranty,4.0,4.0,64.0,16.51,13.0,8.0,5000.0,0.0,7999.0,Realme
"Realme Narzo 70x 5G (Mocha Brown, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Dimensity 6100+ Processor1 Year Warranty,4.3,6.0,128.0,17.02,50.0,8.0,5000.0,1.0,9999.0,Realme
"Realme C63 (Jade Green, 128 GB)","₹9,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.74 inch) FHD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Warranty,4.2,6.0,128.0,17.02,50.0,8.0,5000.0,0.0,9499.0,Realme
"Infinix Hot 50i (Starfall Black, 128 GB)","₹7,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.1,4.0,128.0,16.94,50.0,8.0,5000.0,0.0,7999.0,Infinix
"Infinix Hot 50i (Violet Mist, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.0,4.0,64.0,16.94,50.0,8.0,5000.0,0.0,6999.0,Infinix
"Infinix Hot 50 5G (Starfall Black, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Dimensity 6300 Processor1 Year Warranty,4.2,8.0,128.0,16.94,50.0,8.0,5000.0,1.0,9499.0,Infinix
"Infinix Hot 40 (Starfall Black, 128 GB)","₹8,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,8.0,128.0,17.07,50.0,8.0,5000.0,0.0,8499.0,Infinix
"Infinix Hot 40 (Timber Black, 256 GB)","₹9,499",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,8.0,256.0,17.07,50.0,8.0,5000.0,0.0,9499.0,Infinix
"Infinix Smart 8 (Shiny Gold, 64 GB)","₹6,499",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Warranty,3.9,3.0,64.0,16.94,13.0,8.0,5000.0,0.0,6499.0,Infinix
"Infinix Smart 8 (Lunar White, 128 GB)","₹7,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Warranty,4.0,4.0,128.0,16.94,13.0,8.0,5000.0,0.0,7499.0,Infinix
"Infinix Hot 30i (Mirror Black, 128 GB)","₹7,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.0,4.0,128.0,16.51,8.0,8.0,5000.0,0.0,7999.0,Infinix
"Infinix Note 12 (Force Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) FHD+ AMOLED Display50MP + 2MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.3,4.0,128.0,16.94,50.0,16.0,5000.0,0.0,9999.0,Infinix
"Infinix Smart 7 HD (Amber Gold, 64 GB)","₹5,999",2 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display8MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio A22 Processor1 Year Warranty,3.8,2.0,64.0,17.02,8.0,5.0,6000.0,0.0,5999.0,Infinix
"Infinix Hot 20i (Blade Silver, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,64.0,16.56,50.0,8.0,5000.0,0.0,7499.0,Infinix
"Motorola Moto E13 (Cosmic Black, 64 GB)","₹6,499",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Warranty,3.9,2.0,64.0,16.56,13.0,5.0,5000.0,0.0,6499.0,Motorola
"Motorola Moto E13 (Aurora Green, 128 GB)","₹7,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Warranty,4.0,4.0,128.0,16.56,13.0,5.0,5000.0,0.0,7499.0,Motorola
"Motorola Moto G04 (Sea Green, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.1,4.0,64.0,16.56,16.0,5.0,5000.0,0.0,7999.0,Motorola
"Motorola Moto G04 (Satin Blue, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.1,4.0,128.0,16.56,16.0,5.0,5000.0,0.0,8999.0,Motorola
"Motorola Moto G13 (Matte Charcoal, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,4.0,128.0,16.56,50.0,8.0,5000.0,0.0,8999.0,Motorola
"Motorola Moto G13 (Rose Gold, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,64.0,16.56,50.0,8.0,5000.0,0.0,7999.0,Motorola
"Motorola Moto G14 (Butter Cream, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) FHD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,4.0,128.0,16.56,50.0,8.0,5000.0,0.0,9499.0,Motorola
"Motorola Moto E32s (Misty Silver, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display16MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.0,4.0,64.0,16.51,16.0,8.0,5000.0,0.0,7499.0,Motorola
"Tecno Spark 20 Pro (Neon Gold, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.74 inch) FHD+ Display64MP Rear Camera | 32MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.3,8.0,128.0,17.02,64.0,32.0,5000.0,0.0,9499.0,Tecno
"Tecno Spark 10 (Meta Black, 128 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 32MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,8.0,128.0,17.02,50.0,32.0,5000.0,0.0,8999.0,Tecno
"Tecno Spark 10 (Pearl White, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 32MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,64.0,17.02,50.0,32.0,5000.0,0.0,7999.0,Tecno
"Tecno Spark Go 2024 (Gravity Black, 64 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Warranty,3.9,4.0,64.0,16.94,13.0,8.0,5000.0,0.0,6499.0,Tecno
"Tecno Pop 8 (Ivory White, 64 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Warranty,3.9,4.0,64.0,16.94,8.0,8.0,5000.0,0.0,6499.0,Tecno
"Tecno Pova Neo 3 (Dark Illusion, 128 GB)","₹9,299",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.07 cm (6.72 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,8.0,128.0,17.07,13.0,8.0,6000.0,0.0,9299.0,Tecno
"Tecno Spark 9 (Cyan Wish, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,128.0,17.02,50.0,8.0,5000.0,0.0,8499.0,Tecno
"Lava Blaze Pro 5G (Green, 128 GB)","₹9,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Dimensity 6080 Processor1 Year Warranty,4.1,8.0,128.0,17.02,50.0,8.0,5000.0,1.0,9999.0,Lava
"Lava Yuva 3 (Glass Blue, 128 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.0,6.0,128.0,17.02,50.0,8.0,5000.0,0.0,8999.0,Lava
"Lava Yuva 2 Pro (Glass Silver, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,3.9,4.0,64.0,17.02,50.0,8.0,5000.0,0.0,7999.0,Lava
"Lava Agni 2 5G (Glass Black, 128 GB)","₹9,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.76 cm (6.6 inch) FHD+ Display50MP + 8MP + 2MP Rear Camera | 16MP Front Camera4000 mAh Battery5G Dimensity 7050 Processor1 Year Warranty,4.3,8.0,128.0,16.76,50.0,16.0,4000.0,1.0,9999.0,Lava
"Lava Storm 5G (Glass Black, 128 GB)","₹9,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Dimensity 6020 Processor1 Year Warranty,4.0,6.0,128.0,16.94,50.0,8.0,5000.0,1.0,9499.0,Lava
"Lava Blaze 2 (Glass Black, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,4.0,4.0,128.0,17.02,50.0,8.0,5000.0,0.0,8499.0,Lava
"Lava Blaze (Glass Blue, 64 GB)","₹7,499",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display50MP Rear Camera | 8MP Front Camera4000 mAh BatteryHelio G37 Processor1 Year Warranty,3.9,3.0,64.0,16.56,50.0,8.0,4000.0,0.0,7499.0,Lava
"Nokia C32 (Charcoal, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Warranty,4.0,4.0,64.0,16.56,50.0,8.0,5000.0,0.0,7499.0,Nokia
"Nokia C12 Plus (Dark Cyan, 64 GB)","₹6,499",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera3000 mAh BatteryUnisoc SC9863 Processor1 Year Warranty,3.8,3.0,64.0,16.56,8.0,5.0,3000.0,0.0,6499.0,Nokia
"Nokia C22 (Sand, 128 GB)","₹7,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB15.95 cm (6.3 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4200 mAh BatteryUnisoc T606 Processor1 Year Warranty,3.9,4.0,128.0,15.95,13.0,5.0,4200.0,0.0,7499.0,Nokia
"Nokia G42 5G (So Pink, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.92 cm (6.56 inch) HD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera4900 mAh Battery5G Snapdragon 480+ Processor1 Year Warranty,4.2,6.0,128.0,16.92,50.0,8.0,4900.0,1.0,9999.0,Nokia
"Vivo Y17s (Glitter Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.64 cm (6.56 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Warranty,4.1,4.0,128.0,16.64,50.0,8.0,6000.0,0.0,9999.0,Vivo
"Vivo Y02t (Cosmic Grey, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,4.0,4.0,64.0,16.71,13.0,5.0,5000.0,0.0,7499.0,Vivo
"Vivo Y02s (Blue, 32 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio P22 Processor1 Year Warranty,3.8,3.0,32.0,16.71,8.0,5.0,5000.0,0.0,6999.0,Vivo
"Vivo Y16 (Drizzling Gold, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio P35 Processor1 Year Warranty,4.0,4.0,128.0,16.71,13.0,5.0,5000.0,0.0,9499.0,Vivo
"Vivo Y22 (Starlit Blue, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.1,4.0,64.0,16.51,13.0,8.0,5000.0,0.0,9999.0,Vivo
"Oppo A17 (Navy Blue, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,4.1,6.0,128.0,16.56,50.0,5.0,5000.0,0.0,9999.0,Oppo
"Oppo A16e (Pearl Blue, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4230 mAh BatteryHelio G35 Processor1 Year Warranty,3.9,4.0,64.0,16.51,13.0,8.0,4230.0,0.0,8999.0,Oppo
"Oppo A15 (Dynamic Black, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 8MP Front Camera4230 mAh BatteryHelio P35 Processor1 Year Warranty,4.0,4.0,64.0,16.51,13.0,8.0,4230.0,0.0,7999.0,Oppo
"itel A60s (Mystic Black, 128 GB)","₹6,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.02 cm (6.75 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Warranty,3.9,4.0,128.0,17.02,8.0,5.0,5000.0,0.0,6999.0,itel
"itel A60 (Midnight Black, 64 GB)","₹5,999",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB17.02 cm (6.75 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Warranty,3.8,3.0,64.0,17.02,8.0,5.0,5000.0,0.0,5999.0,itel
"itel S23+ (Surfing Blue, 128 GB)","₹9,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.76 cm (6.6 inch) FHD+ Display50MP + 2MP Rear Camera | 32MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.2,8.0,128.0,16.76,50.0,32.0,5000.0,0.0,9999.0,itel
"itel P40 (Gradation Blue, 128 GB)","₹7,499",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.02 cm (6.75 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Warranty,4.0,4.0,128.0,17.02,13.0,8.0,6000.0,0.0,7499.0,itel
"Micromax IN 2b (White, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) HD+ Display13MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Warranty,3.9,4.0,64.0,16.76,13.0,8.0,5000.0,0.0,7999.0,Micromax
"Micromax IN 2c (Black, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Warranty,3.8,4.0,64.0,16.76,13.0,8.0,5000.0,0.0,6999.0,Micromax
"Micromax IN Note 2 (Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) FHD+ Display48MP + 5MP + 2MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G95 Processor1 Year Warranty,4.1,4.0,128.0,17.02,48.0,16.0,5000.0,0.0,9999.0,Micromax
"Realme C20 (Lake Blue, 32 GB)","₹6,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,3.7,2.0,32.0,16.51,8.0,5.0,5000.0,0.0,6499.0,Realme
"Realme Narzo 50A (Oxygen Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Warranty,4.2,4.0,128.0,16.51,50.0,8.0,6000.0,0.0,9999.0,Realme
"Realme 9i (Prism Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) FHD+ Display50MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.2,4.0,128.0,16.51,50.0,8.0,5000.0,0.0,9999.0,Realme
"Realme C25Y (Metal Grey, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) FHD+ Display48MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T610 Processor1 Year Warranty,4.1,4.0,128.0,16.51,48.0,8.0,5000.0,0.0,9499.0,Realme
"Poco C40 (Power Black, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (6.71 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryJR510 Processor1 Year Warranty,3.9,4.0,64.0,17.07,13.0,5.0,6000.0,0.0,7499.0,Poco
"Poco M4 5G (Power Black, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display50MP + 2MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Dimensity 700 Processor1 Year Warranty,4.2,6.0,128.0,16.94,50.0,8.0,5000.0,1.0,9999.0,Poco
"Poco M3 (Cool Blue, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display48MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatterySnap 662 Processor1 Year Warranty,4.3,4.0,128.0,16.94,48.0,8.0,6000.0,0.0,9499.0,Poco
"Redmi 10C (Mint Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.71 inch) HD+ Display50MP + 2MP Rear Camera | 5MP Front Camera5000 mAh BatterySnap 680 Processor1 Year Warranty,4.1,4.0,64.0,16.71,50.0,5.0,5000.0,0.0,8999.0,Redmi
"Redmi 10 (Pebble White, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) FHD+ Display50MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Warranty,4.2,4.0,128.0,16.51,50.0,8.0,5000.0,0.0,9499.0,Redmi
"Redmi 9 Power (Electric Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD+ Display48MP + 8MP + 2MP + 2MP Rear Camera | 8MP Front Camera6000 mAh BatterySnap 662 Processor1 Year Warranty,4.3,4.0,128.0,16.94,48.0,8.0,6000.0,0.0,9999.0,Redmi
"Redmi 9A Sport (Coral Green, 32 GB)","₹6,299",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G25 Processor1 Year Warranty,3.8,2.0,32.0,16.56,13.0,5.0,5000.0,0.0,6299.0,Redmi
"Redmi 9B (Carbon Black, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.74 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G36 Processor1 Year Warranty,4.0,4.0,64.0,17.02,13.0,5.0,6000.0,0.0,7499.0,Redmi
"Samsung Galaxy F14 5G (GOAT Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) FHD+ Display50MP + 2MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Exynos 1330 Processor1 Year Warranty,4.2,4.0,128.0,16.76,50.0,13.0,6000.0,1.0,9999.0,Samsung
"Samsung Galaxy M04 (Aqua Blue, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G35 Processor1 Year Warranty,4.0,4.0,64.0,16.76,13.0,5.0,5000.0,0.0,7999.0,Samsung
"Samsung Galaxy A03s (Black, 32 GB)","₹7,499",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.36 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio P35 Processor1 Year Warranty,4.0,3.0,32.0,16.36,13.0,5.0,5000.0,0.0,7499.0,Samsung
